OBJECTID,ORIGKEY,PMISYR,ROUTE_ID,FROM_MEASURE,TO_MEASURE,SYSTEM,ROUTE,DIR,BPOST,EPOST,PAVTYP,DESCRIPT,CONYR,RESYR,PMIS_LENGTH,LANE_MILES,MDIST,COUNTY,CITY,CITY 2,PCI_2,PCI_2DEF,RUT_INDX,IRI_INDX,FAULT_INDX,CRACK_INDX,IRI,FRICT,FRIDATE,FAULT,FAULTAV,RUT,CRACK_RATIO,T_INDX,L_INDX,LW_INDX,LLW_INDX,A_INDX,ACRACKH,ACRACKM,ACRACKL,TCRACKH,TCRACKM,TCRACKL,LCRACKH,LCRACKM,LCRACKL,LCRACKWH,LCRACKWM,LCRACKWL,DCRACKH,DCRACKM,DCRACKL,JTSPALLH,JTSPALLM,JTSPALL_LONG,JTSPALL_TRANS,PATCHAB,PATCHAG,PATCHES,COVERAGE,CAPDAT,STRUC80,STRUCT_NEED80,STRUCAV,STRUCJTR,AVEK,FWD_DATE,TRYR,AADT,TRUCKS,NHS,SYS_NHS,URBAN,PCLASS,FCLASS,MEDIAN,MEDIAN_PCT,LANES,SPEED,SURFACE_TYPE,PAVTHICK,TACCDPTH,TPCCDPTH,BASEDPTH,MLEVEL,WIDTH,WDRIVELN,RCURB,LCURB,ISHLDTIE,ISHLDTYP,ISHLDWID,OSHLDTIE,OSHLDTYP,OSHLDWID,COMPLEX,SUBDRAIN,SUBDPCT,SUBDMULT,TREATMENT,LAYR1,LAYR2,LAYR3,LAYR4,LAYR5,LAYR6,LAYR7,LAYR8,PROJECT1,PROJECT2,PROJECT3,PROJECT4,PROJECT5,PROJECT6,PROJECT7,PROJECT8,PROJTYP1,PROJTYP2,PROJTYP3,PROJTYP4,PROJTYP5,PROJTYP6,PROJTYP7,PROJTYP8,SURTYP1,SURTYP2,SURTYP3,SURTYP4,SURTYP5,SURTYP6,SURTYP7,SURTYP8,SURTHK1,SURTHK2,SURTHK3,SURTHK4,SURTHK5,SURTHK6,SURTHK7,SURTHK8,BASTYP1,BASTYP2,BASTYP3,BASTYP4,BASTYP5,BASTYP6,BASTYP7,BASTYP8,AGGCLAS1,AGGCLAS2,AGGCLAS3,AGGCLAS4,AGGCLAS5,AGGCLAS6,AGGCLAS7,AGGCLAS8,BASTHK1,BASTHK2,BASTHK3,BASTHK4,BASTHK5,BASTHK6,BASTHK7,BASTHK8,SUBTHK1,SUBTHK2,SUBTHK3,SUBTHK4,SUBTHK5,SUBTHK6,SUBTHK7,SUBTHK8,RMVTHK1,RMVTHK2,RMVTHK3,RMVTHK4,RMVTHK5,RMVTHK6,RMVTHK7,RMVTHK8,AGGSRC1,AGGSRC2,AGGSRC3,AGGSRC4,AGGSRC5,AGGSRC6,AGGSRC7,AGGSRC8,REMARKS1,REMARKS2,REMARKS3,REMARKS4,REMARKS5,REMARKS6,REMARKS7,REMARKS8,RMVTYP1,RMVTYP2,RMVTYP3,RMVTYP4,RMVTYP5,RMVTYP6,RMVTYP7,RMVTYP8,AGGTYP1,AGGTYP2,AGGTYP3,AGGTYP4,AGGTYP5,AGGTYP6,AGGTYP7,AGGTYP8,SUBTYP1,SUBTYP2,SUBTYP3,SUBTYP4,SUBTYP5,SUBTYP6,SUBTYP7,SUBTYP8,REST_UPDATED,REST_UTC_OFFSET,GLOBALID,PATCH_PCT,CONRTE,FAILURE_AREA,FAILURE_AREA_MI,FAILURE_CNT,FAILURE_CNT_MI,PATHWEB,STRUC_C_PCT,UNSEALCRK,Shape__Length
2821,16331035 39039 1663,2023,S001930163E,35.40819,39.18211,3,163,1,035 39,039 16,1,From 0.3Mi SE of Jct IA 335 SE to 0.4Mi SE of 198th Ave.,1996,,3.77,7.72,5,63,,0,74,,,69,51,91,99.67,53,2022/07/18 00:00:00+00,0.1,0.059,0.05,8.85,95,,,94,,0,0,0,1,2,7,8,2,3,5,28,9,0,0,0,1,1,0,0,305,323,4,100,2023/04/24 00:00:00+00,5.66,0,6.65,83,146,2021/06/02 00:00:00+00,2023,5750,1655,Y,NHS,,2,3,Y,100,2,65,74,10,0,10,10,B,24,,N,N,N,G,6,N,G,10,N,DE-163-3(13)2A-63,100,,PC,1996,,,,,,,,NHS-163-3(14)--19-63,,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,I,,,,,,,,10,,,,,,,,0,,,,,,,,0,,,,,,,,SULLY MINE,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,770db16d-008b-4b30-9791-a4cf9d8a87e8,1,,82,21.7,9,2.4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163E&logpoint=35.40415,2,100,8101.270075
2822,16331039 16044 9963,2023,S001930163E,39.18211,45.02184,3,163,1,039 16,044 99,1,From 0.4 Mi SE of 198th Ave. SE To Marion/Mahaska Co Line,1994,,5.84,12.5,5,63,5947,5947,79,,,70,72,93,98.88,50,2022/07/18 00:00:00+00,0.1,0.0335,0.07,7.31,98,,,89,,0,0,0,0,1,2,3,10,2,17,50,13,0,0,0,0,2,0,1,116,149,2,99,2023/04/24 00:00:00+00,5.13,0,6.53,85,142,2021/03/29 00:00:00+00,2023,4276,1358,Y,NHS,832,2,3,Y,100,2,65,74,10,0,10,10,B,24,,N,N,N,G,6,N,G,10,N,DE-163-3(7)2A-63,100,,PC,1994,,,,,,,,NHS-163-3(11)--19-63,,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,I,,,,,,,,10,,,,,,,,0,,,,,,,,0,,,,,,,,SULLY MINE,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,6741fa12-b822-4059-80e5-81f9000a3e2a,0,,342,58.6,50,8.6,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163E&logpoint=39.18122,1,100,12527.87173
2823,16331044 99055 6062,2023,S001930163E,45.02184,55.61967,3,163,1,044 99,055 60,1,From Marion/Mahaska Co Ln SE to 0.1 Mi NW of G43/235th St.,1998,,10.6,22.27,5,62,,0,71,,,69,74,70,99.77,54,2022/07/18 00:00:00+00,0.1,0.0315,0.08,29.96,90,,,32,,0,0,0,5,5,7,17,4,3,198,241,93,0,0,0,0,0,0,0,885,458,7,100,2023/04/23 00:00:00+00,4.99,0,5.92,92,141,2021/06/02 00:00:00+00,2023,5562,1658,Y,NHS,831,2,3,Y,100,2,65,74,10,0,10,10,B,25,,N,N,N,G,6,N,G,10,Y,,,,PC,1998,,,,,,,,NHSN-163-4(22)--2R-62,,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,I,,,,,,,,10,,,,,,,,0,,,,,,,,0,,,,,,,,SULLY MINE,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,91043036-8f90-401d-ab0e-afd864a338e7,1,,1352,127.6,70,6.6,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163E&logpoint=45.03429,5,100,22720.65532
2824,16331055 60061 1562,2023,S001930163E,55.61967,61.25386,3,163,1,055 60,061 15,1,From 0.1 Mi NW of G43/235th St SE to JCT IA 163/US 63,1997,,5.63,11.83,5,62,5780,5780,71,,,68,78,69,102.03,56,2022/07/18 00:00:00+00,0.1,0.026,0.09,30.99,86,,,34,,0,0,0,6,6,12,2,23,13,173,285,45,0,0,0,0,1,0,0,692,215,3,99,2023/04/23 00:00:00+00,4.81,0,5.97,74,141,2021/06/03 00:00:00+00,2023,3754,1567,Y,NHS,831,2,3,Y,100,2,65,74,10,0,10,10,B,25,,N,N,N,G,6,N,G,10,N,,,,PC,1997,,,,,,,,NHS-163-4(11)--19-62,,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,I,,,,,,,,10,,,,,,,,0,,,,,,,,0,,,,,,,,SULLY MINE,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,b9b03b3a-4374-4ea7-a235-81c4cabf0085,1,,1010,179.2,32,5.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163E&logpoint=55.61777,8,100,12082.95744
2825,16332000 41001 0977,2023,S001930163W,164.60059,165.15463,3,163,2,000 41,001 09,1,From Before I-235 Overpass To Hubbell Ave Des Moines,1966,,0.55,1.34,1,77,1945,1945,41,,,9,29,78,232.63,31,2017/08/01 00:00:00+00,0.2,0.085,0.15,21.69,92,,,89,,0,0,0,2,2,12,42,0,0,29,0,0,0,0,0,0,40,0,40,63,160,13,99,2023/05/07 00:00:00+00,1.74,0,6.79,,131,2014/05/06 00:00:00+00,2023,9720,877,Y,NHS,71,2,3,Y,91,2,35,74,10,0,10,0,B,31,,Y,Y,N,N,0,N,N,0,N,,,,PC,1966,,,,,,,,U-216(9),,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,0,,,,,,,,0,,,,,,,,GILMORE CITY,,,,,,,,,,,,,,,,,,,,,,,,C.ST/GR,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,73b22f46-f13d-4d96-b19f-25e97f9547f8,0,,54,97.3,13,23.4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163W&logpoint=164.5979,4,100,1191.117962
2826,16332001 09002 0877,2023,S001930163W,163.56138,164.60059,3,163,2,001 09,002 08,1,From Hubbell Ave To Before Jct IA 163/IA 46 In Des Moines,1987,,1.04,2.68,1,77,1945,1945,33,,,10,43,51,231.2,,,0.2,0.0685,0.18,48.79,92,,,85,,0,0,0,1,2,12,0,32,43,8,0,86,0,0,0,8,34,0,22,1409,2995,116,99,2023/05/07 00:00:00+00,3.97,0,5.87,93,146,2020/05/12 00:00:00+00,2023,14225,1329,Y,NHS,71,2,3,Y,97,3,35,74,10,0,10,12,B,39,,Y,Y,N,N,0,N,N,0,Y,,,,PC,1987,,,,,,,,HES-163-1(35)--2H-77,,,,,,,,,,,,,,,,PCC,,,,,,,,10,,,,,,,,GSB,,,,,,,,,,,,,,,,6,,,,,,,,12,,,,,,,,0,,,,,,,,AMES MINE/FERGUS,,,,,,,,,,,,,,,,,,,,,,,,C.LST.,,,,,,,,GSB,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,41288c76-282b-4a71-8c46-e70ada292c8d,4,,579,560.3,88,85.2,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163W&logpoint=163.56477,4,100,2234.052192
2827,16332002 08002 5377,2023,S001930163W,163.11504,163.56138,3,163,2,002 08,002 53,3,From Before Jct IA 163/IA 46 To E 33rd St Des Moines,1983,2002,0.45,1.03,1,77,1945,1945,44,,21,43,,55,156.97,,,,0,0.37,45.01,37,0,0,,95,0,209,3244,0,46,443,366,334,1589,0,340,2191,0,0,0,0,0,0,0,390,0,4,100,2023/05/07 00:00:00+00,7.44,0,8.37,,145,2020/05/12 00:00:00+00,2023,11850,1069,Y,NHS,71,2,3,Y,89,2,35,65,13.5,7,7,0,B,24,,Y,Y,N,N,0,N,N,0,N,,,,AC,2002,1983,,,,,,,NHSX-163-1(60)--3H-77,HES-163-1(31),,,,,,,,,,,,,,,HMA,PCC,,,,,,,1.5,9.5,,,,,,,HMA,AAC,,,,,,,,,,,,,,,1.5,4,,,,,,,0,0,,,,,,,3,0,,,,,,,AMES MINE,?,,,,,,,,,,,,,,,SCR,,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,dcac084d-5722-43cb-9074-41f6f0a51bcb,0,,44,98.6,3,6.7,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930163W&logpoint=163.115,18,100,959.5235923
2828,13631054 36054 7953,2023,S001930136N,54.92648,55.34605,3,136,1,054 36,054 79,4,From W JCT IA 64 (Wyoming) North to 0.2 Mi N of Summit St,1955,1966,0.42,0.84,6,53,,0,61,,72,28,,88,191.03,38,2020/09/16 00:00:00+00,,0,0.13,12.24,20,98,94,,100,0,0,15,0,70,280,0,13,43,0,6,137,0,0,0,0,0,0,0,0,0,0,100,2023/06/22 00:00:00+00,3.21,0.5,4.46,,92,2021/06/07 00:00:00+00,2023,950,153,N,Non-NHS,,4,4,N,0,2,45,60,6,6,0,6,C,22,,Y,Y,N,G,5,N,G,5,N,,,,SC,1966,1955,,,,,,,DEFAULT-703,DEFAULT-127,,,,,,,,,,,,,,,BAC,RSB,,,,,,,6,6,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,8789ad01-ffb4-4ede-bd8a-4017345e28f5,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=54.927,1,100,911.8670338
2829,13631054 79057 5653,2023,S001930136N,55.34605,58.1047,3,136,1,054 79,057 56,4,From 0.2 Mi N of Summit St. North to Wyoming St. in Onslow,1955,1989,2.76,5.52,6,53,5720,5720,64,,69,41,,85,162.18,53,2022/07/12 00:00:00+00,,0,0.15,14.81,12,75,85,,100,0,2,8,0,111,261,0,250,287,0,40,325,0,0,0,0,0,0,0,0,0,0,99,2023/06/22 00:00:00+00,3.27,0.28,4.16,,96,2021/06/07 00:00:00+00,2023,917,154,N,Non-NHS,,4,4,N,0,2,55,60,15.5,16,0,6,C,22,,N,N,N,G,5,N,G,5,N,,,,SC,1989,1966,1955,,,,,,F-136-2(18)--20-53,FN-814,F-814(2),,,,,,,,,,,,,,AAC,BAC,BAC,,,,,,4,1,2,,,,,,,TBB,ATB,,,,,,,,,,,,,,0,2.5,6,,,,,,0,0,6,,,,,,0,0,0,,,,,,WYOMING,,WYOMING,,,,,,,SC 1981 MP,,,,,,,,,,,,,,,C.LST.,,C.LST.,,,,,,,,SAS,,,,,,2024/04/18 18:55:47.120+00,-05:00,b8141589-8ef1-44a6-8e21-c27dbf412246,0,,3,1.1,1,0.4,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=55.34758,3,100,5997.63444
2830,13631057 56064 7453,2023,S001930136N,58.1047,65.16264,3,136,1,057 56,064 74,4,From Wyoming St in Onslow North to S. Fork Maquoketa River,1961,1992,7.06,14.12,6,53,5720,5720,61,,73,35,,82,176.29,61,2022/07/12 00:00:00+00,,0,0.12,17.66,0,89,79,,100,0,0,9,0,81,395,0,108,126,0,72,455,0,0,0,0,0,0,0,95,0,0,98,2023/06/22 00:00:00+00,4.54,0,6.49,,131,2022/09/27 00:00:00+00,2023,827,154,N,Non-NHS,,4,4,N,0,2,55,60,14.5,15,0,6,C,23,,Y,Y,N,G,4,N,G,4,Y,,,,SC,1992,1972,1961,,,,,,FN-136-2(20)--21-5,FN-136-3(6)--21-53,F-814(4),,,,,,,,,,,,,,AAC,BAC,BAC,,,,,,3.5,2,3,,,,,,,,ATB,,,,,,,,,,,,,,0,0,6,,,,,,0,0,6,,,,,,0,0,0,,,,,,FINN QRY.,FINN QRY.,FINN QRY.,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,C.LST.,,,,,,,,SAS,,,,,,2024/04/18 18:55:47.120+00,-05:00,2c286f7f-d286-4ebf-a0bc-9dd1762b1828,0,,12,1.7,2,0.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=58.10894,4,100,15359.09023
2831,13631064 74072 3053,2023,S001930136N,65.16264,72.73026,3,136,1,064 74,072 30,4,From S. Fork Maquoketa River North To Jones/Dubuque Co Ln,1961,1992,7.57,15.14,6,53,1147,1147,93,,78,93,,99,47.11,55,2022/07/12 00:00:00+00,0,0,0.11,0.71,97,100,99,,100,0,0,0,0,3,9,0,3,6,0,1,26,0,0,0,0,0,0,0,0,0,0,99,2023/06/22 00:00:00+00,4.26,0,6,,118,2022/09/27 00:00:00+00,2023,1280,228,N,Non-NHS,,4,4,N,0,2,55,69,8.5,9,0,6,C,22,,N,N,N,PG,6,N,PG,6,Y,,,,SC,1992,1972,1961,,,,,,FN-136-2(20)--21-5,FN-136-3(6)--21-53,P-581,,,,,,,,,,,,,,AAC,BAC,BAC,,,,,,3.5,2,3,,,,,,,,RSB,,,,,,,,,,,,,,0,0,12,,,,,,0,0,6,,,,,,0,0,0,,,,,,FINN QRY.,FINN QRY.,,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,,,,,,,,,SAS,,,,,,2024/04/18 18:55:47.120+00,-05:00,3aee42dd-0ddf-4691-9ca3-fd5081bbf146,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=65.16304,0,100,16478.99332
2832,13631072 30072 8031,2023,S001930136N,72.73026,73.23016,3,136,1,072 30,072 80,1,From Jones/Dubuque Co Ln To NCL Cascade,2018,,0.5,1.35,6,31,1147,1147,51,,,20,60,78,207.82,,,0.1,0.048,0.16,22.33,0,,,0,,0,0,207,3,33,219,0,67,486,0,112,767,0,0,0,0,0,0,2,0,153,16,100,2023/06/22 00:00:00+00,1.38,1.28,5.31,,119,2019/09/25 00:00:00+00,2023,2633,267,N,Non-NHS,,4,4,N,0,2,30,60,10,0,10,12,C,34,,Y,Y,N,P,0,N,P,0,N,,,,PC,2018,,,,,,,,STPN-136-3(46)--2J-31,,,,,,,,O,,,,,,,,PCC,,,,,,,,10,,,,,,,,MSB,,,,,,,,,,,,,,,,12,,,,,,,,0,,,,,,,,0,,,,,,,,BROWN_A31010,,,,,,,,,,,,,,,,,,,,,,,,DOLOM.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,dd5ab7c3-4918-4ab2-94b8-a00e7c3063e7,0,,27,54.5,3,6.1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=72.73174,8,100,1089.725958
2833,13631072 80081 7131,2023,S001930136N,73.23016,82.12714,3,136,1,072 80,081 71,4,From NCL Cascade Northwest To SCL Worthington,1955,2020,8.9,17.87,6,31,1147,1147,93,,83,95,,96,41.97,57,2021/07/21 00:00:00+00,0.1,0.001,0.08,4.26,81,98,93,,100,0,0,0,0,2,90,0,0,58,0,0,175,0,0,0,0,0,0,0,0,0,0,100,2023/06/22 00:00:00+00,4.68,0,6.14,,142,2021/06/09 00:00:00+00,2023,2572,323,N,Non-NHS,,4,4,N,0,2,55,69,5.5,6,0,6,C,22,,Y,Y,N,PG,5,N,PG,5,Y,FN-136-3(18)21-31,79,,AC,2020,1990,1967,1955,,,,,STP-136-3(55)--2C-31,FN-136-3(18)--21-31,FN-136-4(1)--21-31,F-378(16),,,,,S,,,,,,,,HMA,AAC,BAC,BSC,,,,,1.5,3,1.5,2,,,,,HMA,,TBB,RSB,,,,,4,,,,,,,,1.5,0,1.5,6,,,,,0,0,0,6,,,,,2.5,1.5,0,0,,,,,FILLMORE_A31066,,,,,,,,,,SC '82 MP.,,,,,,MIL,MIL,,,,,,,DOLOM.,,,,,,,,,,,SAS,,,,,2024/04/18 18:55:47.120+00,-05:00,8288c40d-27ea-4829-a219-b740e49b25f0,0,,2,0.2,1,0.1,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=73.22723,1,92,19391.65843
2834,13631081 71082 3031,2023,S001930136N,82.12714,82.75458,3,136,1,081 71,082 30,4,From SCL Worthington NW to NCL Worthington,1953,2017,0.63,1.25,6,31,8552,8552,74,,61,61,,92,117.62,,,,0,0.18,7.67,72,100,90,,75,0,1027,777,0,15,114,0,0,8,0,14,244,0,0,0,0,0,0,0,0,417,5,94,2023/06/22 00:00:00+00,2.37,5.05,3.91,,123,2021/06/09 00:00:00+00,2023,2445,371,N,Non-NHS,,4,4,N,0,2,30,60,4,4,0,12,C,31,,Y,Y,N,P,0,N,P,0,N,,,,AC,2017,1989,1953,,,,,,STP-136-3(48)--2C-31,DEFAULT-169,DEFAULT-292,,,,,,S,,,,,,,,HMA,BAC,RSB,,,,,,1.5,4,12,,,,,,HMA,,,,,,,,4,,,,,,,,1.5,0,0,,,,,,0,0,0,,,,,,3,0,0,,,,,,BROWN_A31010,,,,,,,,,,,,,,,,SCR,,,,,,,,DOLOM.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,19811bca-27ca-49bc-b0b4-ba2a2195f441,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=82.131,5,99,1369.464058
2835,13631082 30087 1731,2023,S001930136N,82.75458,87.50841,3,136,1,082 30,087 17,4,From NCL Worthington North To SCL Dyersville,1953,2019,4.75,9.57,6,31,8552,8552,84,,83,78,,92,81.47,49,2021/07/21 00:00:00+00,0.1,0.001,0.08,8.35,55,99,89,,100,0,0,6,0,2,214,0,2,13,0,7,291,0,0,0,0,0,0,1,0,0,0,100,2023/06/22 00:00:00+00,5.38,0,6.27,,131,2021/06/09 00:00:00+00,2023,2988,370,N,Non-NHS,,4,4,N,0,2,55,69,5,5,0,8,C,24,,N,N,N,P,4,N,P,4,Y,F-136-3(17)--20-31,58,,AC,2019,2019,1967,1953,,,,,STP-136-3(53)--2C-31,STP-136-3(53)--2C-31,FN-136-4(1)--21-31,F-378(13)(14),,,,,S,W,,,,,,,HMA,HMA,BAC,BSC,,,,,2,2,1.5,1,,,,,,HMA,TBB,RSB,,,,,4,4,,,,,,,0,6,1.5,8,,,,,0,0,0,0,,,,,2,0,0,0,,,,,BROWN_A31010,BROWN_A31010,,,,,,,,Widen 4' both sides,SC '82 MP.,,,,,,SCR,,,,,,,,DOLOM.,DOLOM.,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,ae911718-2b19-41ac-a253-6939e6389c06,0,,4,0.8,1,0.2,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930136N&logpoint=82.75572,2,97,10388.77218
2836,13731000 00000 7268,2023,S001930137N,0,0.71954,3,137,1,000 00,000 72,4,From JCT IA 137/IA 5 To NCL Albia,1954,1993,0.72,1.44,5,68,65,65,40,,35,45,,38,154.12,55,2020/08/25 00:00:00+00,0.2,0.005,0.31,62.44,0,0,0,,84,0,683,4915,2,64,549,104,1078,3929,0,689,3942,0,0,0,0,0,0,0,0,0,0,100,2023/07/07 00:00:00+00,4.41,0,5.61,,159,2020/05/19 00:00:00+00,2023,3410,497,N,Non-NHS,,3,4,N,0,2,45,60,7.5,8,0,5,C,24,,N,N,N,PG,6,N,PG,6,Y,,,,MS,1993,1966,1954,,,,,,DEFAULT-98,DEFAULT-197,DEFAULT-1140,,,,,,,,,,,,,,AAC,BAC,RSB,,,,,,2,3.5,5,,,,,,BAC,,,,,,,,,,,,,,,,2,0,0,,,,,,0,0,0,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,5d03a215-e8ca-4315-9401-efc264975822,0,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930137N&logpoint=0,42,100,1538.474918
2837,13731000 72013 6668,2023,S001930137N,0.71954,13.61706,3,137,1,000 72,013 66,4,From NCL Albia North & East To Monroe/Wapello Co Line,1955,1993,12.9,25.86,5,68,,0,37,,25,51,,29,140.02,63,2022/06/27 00:00:00+00,0.1,0.0015,0.35,70.57,0,0,0,,81,45,719,14861,0,70,568,11,1608,1227,4,851,3555,0,0,0,0,0,0,0,0,10,0,99,2023/07/07 00:00:00+00,4.14,0,5.34,,98,2020/05/19 00:00:00+00,2023,3772,670,N,Non-NHS,,3,4,N,0,2,55,60,11,11,0,5,C,24,,N,N,N,E,4,N,E,4,Y,Y,,,MS,1993,1966,1955,,,,,,STP-137-1(13)--2C-68,FN-359,FN-359*<1>,,,,,,,,,,,,,,AAC,BAC,AAC,,,,,,2,0.5,2.5,,,,,,BAC,TBB,RSB,,,,,,,,,,,,,,2,4,5,,,,,,0,0,0,,,,,,0,0,0,,,,,,DURHAM,NEW SHARON,LANGSTRATT,,,,,,,,,,,,,,,,,,,,,,C.LST.,C.LST.,C.LST.,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,971beac7-47c8-4e5e-972b-a30e15ede035,0,,8424,653.3,1022,79.3,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930137N&logpoint=0.72196,53,100,27559.4138
2838,14931033 04033 5254,2023,S001930149N,32.4046,32.90336,3,149,1,033 04,033 52,3,From Pleasant Valley St. North to W JCT IA 149/IA 92,1930,2018,0.5,1,5,54,7027,7027,69,,77,63,,71,114.85,,,0.1,0.003,0.11,29.18,51,31,56,,100,0,0,0,0,0,398,0,0,1810,7,14,1128,0,0,0,0,0,0,0,6308,259,24,98,2023/07/22 00:00:00+00,2.42,3.92,4.43,,86,2021/05/04 00:00:00+00,2023,3760,342,N,Non-NHS,,4,4,N,0,2,25,69,10,6,4,0,C,40,,Y,Y,N,N,0,N,N,0,Y,,,,AC,2018,2003,1985,1930,,,,,STPN-149-1(77)--2J-54,STPN-149-1(63)--2J-54,DEFAULT-403,DEFAULT-939,,,,,S,,,,,,,,HMA,AAC,BAC,BRK,,,,,3,1.5,4.5,4,,,,,,AAC,,,,,,,4,,,,,,,,0,2,0,0,,,,,0,0,0,0,,,,,3,2,0,0,,,,,OLLIE_A54004,,,,,,,,,,,,,,,,MIL,MIL,,,,,,,C.LST.,,,,,,,,,,,,,,,,2024/04/18 18:55:47.120+00,-05:00,2500457d-02df-4eeb-af6d-97fb9eaccb8c,4,,0,0,0,0,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=32.405,6,87,1071.831045
2839,14931034 69036 7754,2023,S001930149N,34.16561,36.12372,3,149,1,034 69,036 77,4,From E JCT IA 149/IA 92 North to 200th St.,1993,2019,1.96,3.92,5,54,,0,80,,64,79,,90,78.47,58,2020/08/26 00:00:00+00,0.1,0.005,0.17,10.25,61,99,98,,100,0,0,0,0,10,174,0,1,18,0,4,36,0,0,0,0,0,0,7,135,189,13,100,2023/07/03 00:00:00+00,3.07,2.3,4.89,,74,2020/06/08 00:00:00+00,2023,1290,153,N,Non-NHS,,4,4,N,0,2,55,69,10,10,0,0,C,24,,N,N,N,G,8,N,G,8,Y,F-149-1(39)20-54,100,Y,AC,2019,1993,,,,,,,STP-149-1(84)--2C-54,STP-149-1(45)--2C-54,,,,,,,S,,,,,,,,HMA,AAC,,,,,,,1,1.5,,,,,,,RAC,BAC,,,,,,,4,,,,,,,,2,1.5,,,,,,,0,6,,,,,,,2,0,,,,,,,WEST CHESTER_A92,,,,,,,,"2"" Hot-in-place recycling",,,,,,,,SCR,,,,,,,,C.LST.,,,,,,,,,TBB,,,,,,,2024/04/18 18:55:47.120+00,-05:00,9eefc410-83d0-42d1-91ce-a512b4641cfa,0,,28,14.3,16,8.2,http://rams.iowadot.gov/pathweb/?cycle='Current'&nlfid=S001930149N&logpoint=34.166,1,100,4209.091333
