ORIGKEY,OBJECTID,CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
03422191 10191 7790,1999,67,68,40,0,4450,2006,2006
03422191 77193 7990,2000,57,71,54,0,3200,2006,2006
03422193 79200 6190,2001,32,74,56,0,4609,2006,2006
03422200 61202 2690,2002,67,74,61,0,4300,2006,2006
03422202 26208 1551,2003,19,63,59,0,3964,2006,2006
03422208 15210A4651,2004,65,75,58,0,2892,2008,2008
03422210A46212 9251,2005,83,78,66,0,2277,2008,2008
03422212 92214 7651,2006,91,77,67,0,2790,2008,2008
03422214 76224 4551,2007,48,75,63,0,3500,2006,2006
03422224 45224 8144,2008,82,74,65,0,3550,2006,2006
02431001A10001A4119,2009,76,0,75,0,3210,1941,2009
02431001A41009 2019,2010,75,0,78,0,3132,1941,2009
02431002 04001A1019,2011,45,0,0,1.26,3210,1965,2015
02431009 20012 5519,2012,84,0,70,0,2490,1951,2009
02431012 55015 5296,2013,87,0,78,0,1973,1951,2009
02431015 52021 3496,2014,77,0,91,0,2599,1954,2013
02431021 34021 7096,2015,80,0,70,0,2895,1954,2013
02431021 70025 4096,2016,82,0,80,0,2957,1947,2013
02431025 40026 2096,2017,89,0,78,0,3190,1946,2016
02912051 58052 0478,2018,90,63,55,0,13333,2017,2017
02912051 83052 1478,2019,97,77,65,0,15575,2017,2017
02912052 04052 8678,2020,82,56,61,0,20150,2020,2020
02912052 87053 6078,2021,100,100,69,0,11900,2021,2021
02912053 60054 4678,2022,100,0,100,0,5250,0,0
02912054 46054 7978,2023,100,80,77,0,17450,2021,2021
02912054 56056 3478,2024,95,0,77,0,6970,1968,2019
02912056 34057 7078,2025,94,82,64,0,7220,1996,1996
02912057 70059 5878,2026,83,0,81,0,8450,1994,2008
02912059 58060 8078,2027,68,0,77,0,8450,1994,2013
02912060 80065 5078,2028,83,80,77,0,8435,1995,1995
03021329 43330 7823,2029,64,60,30,0,13900,2001,2001
03021330 78332 1423,2030,56,70,63,0,8080,2013,2013
03021332 14332 5023,2031,95,62,35,0,8100,1957,1957
03021332 50332 8223,2032,0,0,0,0,9167,1940,1940
03022008 90009 0743,2033,100,0,79,0,3300,1965,2021
03022009 07009 7743,2034,61,0,58,0,4832,1965,2007
03022051 36053 5324,2035,89,0,77,0,2078,1930,2018
03022053 53053 9724,2036,75,15,61,0,1971,1962,1962
03022053 97054 6824,2037,50,0,40,0,4160,1962,1986
03022055 50056 2124,2038,29,0,64,0,3112,1958,1998
03511095 77101 7277,2039,68,0,83,0,25400,1965,2008
03511101 72102 5685,2040,60,0,81,0,24962,1965,2008
03511102 56103 2285,2041,64,0,80,0,23290,1965,2008
03511103 22105 7985,2042,96,0,88,0,24150,1965,2017
03511105 79111 7585,2043,97,0,88,0,19533,1965,2020
03511111 75112 7285,2044,97,0,94,0,17040,1988,2017
03511112 72116 6785,2045,98,0,93,0,15775,1983,2017
03511116 67117 1185,2046,91,0,86,0,15600,1983,2015
03511117 11117 9085,2047,73,60,89,0,15800,1988,1988
02531009 60015 5680,2048,100,0,77,0,650,1965,2023
02531015 56021 5780,2049,100,0,77,0,938,1964,2023
02531021 57022 5980,2050,53,0,34,2.95,1270,1964,1992
02531022 59028 0788,2051,52,0,35,3.91,1270,1965,1992
02531035 83036 3088,2052,64,0,19,0,9000,1935,1983
02531036 30037 4688,2053,79,0,45,0,6410,1975,2006
02531037 46038 2288,2054,62,0,21,0,3010,1975,2006
02531038 22045 3988,2055,94,0,72,0,1795,1939,1996
02531045 39048 2201,2056,35,0,66,0,1600,1941,1996
02531048 22048 9701,2057,19,0,20,0,1645,1977,1977
02912065 50070 8478,2058,83,0,86,0,10537,1994,2008
02912070 84072 4578,2059,86,77,70,0,10130,1995,1995
02912072 45076 5443,2060,91,79,77,0,8085,1995,1995
02912076 54077 6443,2061,94,81,78,0,7900,2019,2019
02912077 64079 7043,2062,100,80,85,0,7900,2019,2019
02912079 70083 2443,2063,99,82,87,0,7741,2019,2019
02912083 24086 5043,2064,98,80,82,0,7750,2019,2019
02912086 50087 9043,2065,100,80,86,0,7750,2019,2019
02912087 90089 7643,2066,100,82,85,0,7471,2019,2019
02912089 76090 8543,2067,99,0,91,0,7450,1967,2020
03022056 21057 2824,2068,16,0,67,0,2125,1999,1999
03022080 91081 5414,2069,86,70,55,0,5850,1988,1988
03022125 05126 2508,2070,56,0,64,0,2718,1973,2005
03022126 25129 9108,2071,65,0,69,0,2732,1964,2005
03022129 91131 3108,2072,82,0,65,0,4016,1964,2004
03022131 31136 8108,2073,84,0,60,0,5496,1964,2004
03022136 81137 9908,2074,87,0,71,0,7566,1964,2004
03022137 99138 9808,2075,98,0,98,0,8316,1964,2022
03022138 98143 6808,2076,98,76,76,0,8110,2011,2011
03022143 68145 4585,2077,100,77,77,0,9466,2011,2011
03421202 26204 2351,2078,66,73,59,0,3964,2006,2006
03421204 23208 0651,2079,74,0,57,0,3950,1955,2011
03421208 06210A4551,2080,59,78,63,0,2860,2008,2008
03421210A45212 9251,2081,59,77,64,0,2326,2008,2008
03421212 92214 9051,2082,70,78,68,0,2828,2008,2008
03421214 90215 6351,2083,75,78,67,0,3400,2006,2006
03421215 63217 9351,2084,81,0,65,0,3400,1959,2011
03421217 93224 4551,2085,73,77,51,0,3512,2006,2006
03421224 45227 9744,2086,44,77,58,0,3500,2006,2006
03421227 97235 0044,2087,57,72,64,0,2386,2005,2005
02531048 97057 0001,2088,38,0,60,4.27,1688,1941,1997
02531057 00057 3501,2089,11,8,16,0,2415,1977,1977
02531057 35057 4101,2090,54,10,0,0,2960,1977,1977
02531057 41058 2601,2091,65,0,51,1.72,2880,1956,1997
02531058 26071 2101,2092,81,0,82,0,1909,1956,2021
02531071 21072 2139,2093,100,0,82,0,880,1956,2022
02531072 21073 9739,2094,100,100,71,0,1360,2022,2022
02531073 97084 5539,2095,90,0,87,0,1518,1955,2011
02531084 55085 0439,2096,88,0,84,0,2277,1944,2011
02912090 85094 8643,2097,99,0,92,0,7450,1967,2020
02912094 86100 5043,2098,99,77,81,0,7400,2010,2010
02912100 50100 8143,2099,100,77,80,0,7400,2015,2015
02912100 81101 1267,2100,100,80,83,0,7400,2015,2015
02912101 12105 8167,2101,95,83,84,0,7400,2009,2009
02912105 81112 3067,2102,99,0,85,0,6870,1967,2003
02912112 30120 2567,2103,98,0,85,0,7290,1961,2009
02912120 25126 6367,2104,97,0,82,0,7758,1961,2009
02912126 63128 0597,2105,100,100,71,0,8000,2023,2023
02912128 05129 7097,2106,90,0,88,0,8650,1959,2021
03022145 45147 3585,2107,100,73,74,0,10750,2011,2011
03022147 35148 5885,2108,91,0,81,0,12075,1974,2012
03022148 58150 0985,2109,86,0,89,0,13950,1964,2012
03022150 09150 8185,2110,85,0,75,0,14270,1964,2012
03022150 81151 3885,2111,84,0,74,0,9512,1964,2012
03022151 38151 9285,2112,92,0,72,0,7875,1964,2012
03022151 92156 8085,2113,75,69,69,0,8037,1992,1992
03022156 80157 6085,2114,100,73,84,0,6650,2020,2020
03022157 60157 7985,2115,100,74,63,0,6100,1964,1964
03022157 79159 0685,2116,93,76,70,0,4514,1995,1995
03511024 31032 9520,2117,98,82,86,0,8440,2009,2009
03511032 95033 6120,2118,33,76,66,0,8450,2008,2008
03511033 61038 0520,2119,75,0,89,0,9162,1960,2011
03511038 05038 8520,2120,87,0,89,0,9550,1960,2011
03511038 85040 0020,2121,80,0,89,0,9550,1960,2011
03511040 00041 0020,2122,76,0,87,0,9550,1960,2011
03511041 00042 8520,2123,82,0,94,0,9550,1960,2011
03511042 85044 5591,2124,95,0,80,0,9585,1958,2009
03511044 55045 5691,2125,96,0,76,0,10150,1958,2009
02531085 04085 8039,2126,21,48,42,0,2830,1998,1998
02531085 80086 1339,2127,85,0,71,0,1430,1958,1980
02531086 13097 3539,2128,90,0,81,0,1190,1959,2010
02531097 35100 3639,2129,85,0,84,0,1455,1952,2011
02531100 36101 3539,2130,87,0,52,0,1535,1967,2011
02531101 35102 4137,2131,89,0,69,0,990,1967,2011
02531102 41111 5737,2132,81,0,61,0,1120,1938,2001
02531111 57112 0737,2133,71,0,43,0,1250,1937,2001
02531112 07112 4037,2134,55,0,27,0,1275,1937,2001
02531112 40113 2037,2135,70,0,53,0,1300,1937,1970
02912129 70131 7097,2136,87,0,69,0,8650,1959,2021
02912131 70133 9597,2137,88,0,86,0,8583,1959,2021
02912133 95136 2097,2138,88,0,87,0,8743,1959,2021
02912136 20140 6597,2139,89,0,75,0,9787,1959,2021
02912140 65141 0997,2140,87,80,79,0,9630,2015,2015
02912141 09141 8297,2141,97,79,74,0,11541,2015,2015
02912141 82142 1697,2142,98,77,67,0,13150,2015,2015
02912142 16143 5797,2143,88,77,58,0,12220,2012,2012
02912143 57145 1997,2144,92,73,61,0,14641,2012,2012
02912145 19148 2197,2145,86,0,51,0,18419,1960,2002
03022159 06164 0685,2146,90,80,65,0,4750,1998,1998
03022164 06165 3585,2147,74,0,57,0,3828,1963,2012
03022165 35168 8785,2148,96,80,79,0,3625,2010,2010
03022168 87172 5064,2149,96,78,78,0,3433,2010,2010
03022172 50179 6564,2150,98,78,72,0,3681,2010,2010
03022179 65186 3464,2151,95,72,63,0,5107,1996,1996
03022186 34187 6264,2152,92,68,63,0,6158,1996,1996
03022187 62188 8664,2153,95,75,66,0,7483,1996,1996
03022188 86193 1064,2154,97,78,75,0,6026,2004,2004
03022193 10200 2086,2155,92,75,74,0,5816,2005,2005
03022200 20205 8586,2156,91,79,75,0,2974,2011,2011
03422224 81225 9344,2157,81,0,81,0,3550,1957,2011
03422225 93227 9744,2158,42,74,60,0,3500,2006,2006
03422227 97235 3144,2159,49,72,56,0,2799,2005,2005
03422235 31236 9744,2160,64,70,56,0,4050,2001,2001
03422236 97238 3444,2161,77,57,48,0,4500,2001,2001
03422238 34241 7044,2162,35,0,63,0,5050,1928,2002
03422241 70246 7344,2163,83,73,58,0,3807,2000,2000
03422246 73247 3329,2164,84,74,58,0,3975,2000,2000
03422247 33249 4129,2165,65,0,85,0,4250,1927,2015
03422249 41256 1929,2166,57,77,64,0,3835,2005,2005
02631000 00000 5303,2167,89,75,61,0,1580,2000,2000
02631000 53010 7403,2168,89,0,72,0,1769,1948,2008
02631010 74011 1203,2169,75,0,53,0,1940,1946,1996
02731000 00003 4556,2170,66,76,60,0,3650,2005,2005
02731003 45009 3256,2171,57,66,43,0,3200,2005,2005
02731009 32010 3356,2172,64,62,44,0,2812,2005,2005
02731180 01180 2707,2173,58,53,41,0,5667,1993,1993
02731180 27180 9807,2174,100,100,69,0,7400,2023,2023
02731180 98183 7107,2175,85,69,65,0,15300,1993,1993
02731183 71184 2707,2176,63,78,54,0,7483,1994,1994
02731184 27184 6007,2177,50,78,48,0,7700,1994,1994
02912148 21148 7897,2178,99,78,66,0,17240,2018,2018
02912148 78149 8297,2179,99,76,78,0,15940,2019,2019
02912149 82150 6797,2180,95,75,59,0,19700,2012,2012
02912150 67151 8797,2181,87,76,62,0,17260,2012,2012
03021000 00005 0643,2182,100,0,93,0,4490,1937,2021
03021005 06008 9043,2183,100,0,95,0,5545,1935,2021
03021008 90009 7443,2184,64,0,61,0,5015,1935,2007
03021009 74010 3243,2185,80,75,36,0,10500,1938,1938
03021010 32011 1443,2186,100,0,77,0,9225,1949,2023
03021011 14011 6643,2187,100,0,77,0,7567,1949,2023
03022205 80216 7686,2188,100,80,85,0,3300,2020,2020
03022216 76219 3386,2189,99,79,88,0,3150,2022,2022
03022230 08232 6006,2190,99,76,86,0,4275,2018,2018
03022232 60239 2106,2191,74,0,65,0,4950,1927,2003
03022239 21242 1806,2192,76,0,60,0,5775,1927,2003
03022242 18243 7606,2193,45,77,68,0,7175,1992,1992
03022243 76245 6457,2194,58,82,77,0,7850,1992,1992
03022245 64248 8857,2195,100,0,95,0,7015,1986,2022
03022248 88250 1157,2196,99,77,76,0,9641,2015,2015
03022250 11250 5057,2197,84,0,75,0,10600,1981,2015
03421235 00237 7244,2198,44,70,58,0,3410,2001,2001
03421237 72238 0144,2199,64,65,35,0,5620,2001,2001
03421238 01246 7344,2200,54,71,55,0,3858,2000,2000
03421246 73249 3529,2201,58,73,60,0,3975,2000,2000
03421249 35256 1929,2202,46,77,66,0,3930,2005,2005
03421256 19258 5729,2203,61,75,65,0,4100,2005,2005
03421258 57258B4629,2204,70,76,61,0,4333,2005,2005
03421258B46261 1629,2205,95,0,83,0,4859,1977,2016
03421261 16262 6229,2206,92,0,87,0,6222,1975,2016
03421262 62262 8329,2207,97,0,66,0,6066,1975,2016
02731184 60185 1407,2208,0,0,0,0,9125,1994,1994
02731185 14185 9407,2209,51,63,55,0,8080,1995,1995
02732000 00003 4556,2210,89,75,55,0,3650,2006,2006
02732003 45010 3356,2211,62,73,65,0,3006,2006,2006
02732180 01180 1607,2212,31,19,37,0,5167,1993,1993
02732180 16180 9807,2213,100,100,69,0,6208,2023,2023
02732180 98183 7107,2214,88,68,59,0,16186,1993,1993
02732183 71184 2707,2215,24,75,63,0,7375,1994,1994
02732184 27184 6007,2216,44,85,43,0,7700,1994,1994
02732184 60185 1407,2217,0,0,0,0,9078,1994,1994
02732185 14185 9407,2218,100,0,77,0,7283,1995,2023
03021011 66013 6643,2219,98,0,92,0,7233,1928,2020
03021013 66015 6443,2220,99,0,92,0,6900,1928,2020
03021015 64018 3643,2221,99,0,97,0,6750,1928,2020
03021018 36019 0843,2222,96,0,82,0,6500,1928,1990
03021019 08019 6443,2223,31,48,52,0,5900,1954,1954
03021019 64022 7643,2224,98,0,95,0,5540,1928,2019
03021022 76023 4043,2225,97,0,92,0,4730,1928,2019
03021023 40025 9843,2226,94,0,93,0,4580,1996,2019
03021025 98027 4743,2227,92,0,81,0,4580,1928,2017
03022250 50252 3557,2228,86,0,79,0,14100,1981,2009
03022252 35253 5557,2229,99,0,96,0,13920,1976,2020
03022253 55259 3357,2230,88,0,80,0,10361,1976,2019
03022259 33259 8257,2231,92,0,91,0,5933,1953,1965
03022259 82263 3057,2232,65,64,47,0,5666,2000,2000
03022263 13270 1357,2233,98,55,86,0,3207,2019,2019
03022310 08318 8423,2234,100,0,77,0,4472,1975,2023
03022318 84327 3723,2235,89,0,89,0,5036,1921,2012
03022327 37328 7723,2236,86,0,86,0,4650,1921,2012
03022330 41332 1423,2237,77,65,46,0,12540,2013,2013
03511045 56054 4791,2238,95,0,74,0,10404,1958,2009
03511054 47055 6791,2239,91,78,78,0,11600,2016,2016
03511055 67057 7791,2240,98,78,86,0,11091,2016,2016
03511057 77058 0491,2241,99,80,93,0,12550,2016,2016
03511058 04059 3091,2242,97,0,81,0,12550,1958,2015
03511059 30059 8891,2243,97,0,84,0,12550,1958,2015
03511059 88060 4491,2244,96,0,79,0,12550,1958,2015
03511060 44060 8191,2245,93,85,66,0,12550,2015,2015
03511060 81061 0091,2246,97,0,84,0,12550,1958,2015
02831000 00007 8591,2247,100,0,77,0,3788,1934,2023
02831007 85009 0291,2248,43,60,36,0,7743,1984,1984
02831009 02010 7091,2249,34,37,27,0,15975,1985,1985
02831010 70011 1591,2250,84,55,41,0,9550,2000,2000
02831011 15011 5677,2251,42,70,59,0,8637,2000,2000
02831011 56012 5777,2252,66,70,57,0,7850,2000,2000
02831012 57015 6077,2253,69,68,63,0,10150,1995,1995
02831015 60017 7177,2254,31,57,32,0,12900,1994,1994
02831017 71018 7877,2255,52,23,24,0,20633,1950,1950
02831018 78019 6177,2256,90,0,72,0,14000,1950,2018
03021027 47028 0443,2257,85,0,67,0,3864,1928,1987
03021028 04031 2343,2258,93,0,90,0,2985,1928,1987
03021031 23037 2543,2259,85,0,94,0,3157,1928,2016
03021037 25038 0143,2260,64,34,8,0,4230,1986,1986
03021038 01038 4243,2261,74,0,86,0,3230,1928,2010
03021038 42046 1224,2262,71,0,85,0,3017,1930,2010
03021046 12051 4324,2263,67,18,56,0,3407,1960,1960
03021051 43053 5324,2264,92,13,58,0,2165,1962,1962
03021053 53053 9724,2265,59,57,48,0,3554,1962,1962
03021054 68055 5824,2266,29,40,54,0,8767,1958,1958
03022332 14332 5023,2267,87,32,37,0,7500,1940,1940
03131000 00004 1997,2268,92,0,75,0,850,1955,2010
03131004 19005 0697,2269,92,0,64,0,918,1955,1977
03131005 06011 7697,2270,100,0,85,2.07,940,1966,2022
03131011 76012 6997,2271,100,0,85,3.64,1240,1966,2022
03131012 69018 7397,2272,100,0,85,0,1330,1958,2022
03131018 73019 2897,2273,78,0,38,0,1180,1958,1995
03131019 28019 9897,2274,83,0,28,0,1200,1958,1995
03131019 98020 7497,2275,90,71,76,0,998,2015,2015
03131020 74025 0297,2276,99,79,87,0,1240,1955,2020
03422256 19258 5729,2277,19,77,61,0,4100,2005,2005
03422258 57258B5529,2278,53,76,60,0,4350,2005,2005
03422258B55261 1629,2279,94,0,83,0,4970,2015,2015
03422261 16262 6229,2280,92,0,90,0,6355,1975,2016
03422262 62262 8329,2281,89,0,52,0,6066,1975,2015
03422262 83263 6729,2282,86,0,85,0,5078,1990,2015
03511000 00001 4327,2283,97,78,86,0,7166,2016,2016
03511001 43002 3027,2284,95,78,83,0,7250,2016,2016
03511002 30003 7227,2285,99,81,88,0,7250,2016,2016
03511003 72004 7227,2286,96,81,88,0,7141,2016,2016
02831020 97022 6477,2287,77,0,55,0,12936,1969,2012
02832009 23010 7091,2288,26,26,24,0,8816,1985,1985
02832010 70011 1591,2289,72,61,46,0,9550,2000,2000
02832011 15011 5677,2290,40,66,53,0,8450,2000,2000
02832011 56012 5777,2291,72,72,65,0,8250,2000,2000
02832012 57015 6077,2292,55,55,58,0,9820,1995,1995
02832015 60017 6077,2293,30,40,22,0,13400,1994,1994
02832019 61019 6277,2294,100,0,77,0,12600,1950,2003
02832020 97022 6177,2295,75,0,59,0,12984,1969,2012
02911000 00008 9336,2296,65,0,84,0,7466,1972,2007
02911008 93010 4036,2297,64,0,85,0,5600,1972,2007
03021055 58056 5324,2298,37,0,73,0,3193,1958,1998
03021056 53061 3924,2299,62,0,80,0,4420,1930,1998
03021061 39062 2024,2300,67,0,77,0,4080,1998,1998
03021062 20065 2824,2301,73,0,74,0,3658,1930,1998
03021065 28066 2324,2302,77,0,76,0,3340,1930,1998
03021066 23069 4624,2303,83,0,74,0,3893,1998,1998
03021069 46069 9424,2304,65,0,72,0,4070,1930,2015
03021069 94080 4614,2305,66,0,63,0,6448,1998,1998
03021080 46080 9314,2306,75,0,65,0,10633,1930,1997
03131025 02027 7147,2307,100,84,84,0,1240,1955,2020
03131027 71039 1918,2308,100,100,69,0,1284,1951,2022
03421000 00004 6065,2309,97,79,84,0,4125,2014,2014
03421004 60008 0965,2310,66,0,61,0,4375,1974,2006
03421008 09011 9465,2311,59,0,61,0,3725,1974,2006
03421011 94012 2265,2312,70,0,70,0,8100,1966,2006
03421012 22012 4565,2313,59,0,72,0,7450,1966,2006
03421012 45015 2365,2314,100,0,83,0,6450,1966,2022
03421015 23020 4165,2315,45,0,62,0,5220,1966,2006
03421262 83263 6729,2316,94,0,89,0,4994,1990,2015
03422000 00004 3365,2317,97,65,81,0,4425,2014,2014
03422004 33008 0965,2318,74,0,66,0,4358,1974,2006
03422008 09011 9465,2319,68,0,67,0,3760,1974,2006
03422048 56050 4069,2320,79,0,84,3.17,1118,1965,2014
03422114 00115 1720,2321,69,0,81,0,3979,1960,2000
03422115 17116 0720,2322,91,0,88,0,4733,1930,2021
03422187 27188 7990,2323,13,0,23,0,5916,1998,1998
03422188 79189 8590,2324,17,1,25,0,4859,1966,1966
03422189 85191 1090,2325,74,0,40,0,4424,1967,1995
02911010 40017 3536,2326,90,0,90,0,5806,1972,2012
02911017 35019 0736,2327,100,90,92,0,6200,1972,2009
02911019 07021 2036,2328,99,78,88,0,6235,1971,2009
02911021 20025 4936,2329,75,0,87,0,6650,1971,2011
02911025 49030 9065,2330,71,0,80,0,6950,1971,2008
02911030 90032 1765,2331,99,0,87,0,6787,1971,2011
02911032 17032 7965,2332,98,0,82,0,6716,1970,2011
02911032 79033 4565,2333,98,0,85,0,6825,1970,2011
02911033 45034 8665,2334,98,0,86,0,6650,1970,2011
03021080 93081 3414,2335,52,53,34,0,5850,1988,1988
03021081 34082 5914,2336,67,0,29,0,12900,1951,2005
03021082 59083 4214,2337,63,55,53,0,9400,1996,1996
03021083 42084 8714,2338,87,71,68,0,7900,1996,1996
03021084 87093 1814,2339,48,0,67,0,6350,1930,2009
03021093 18094 5914,2340,87,0,82,0,4375,1955,2008
03021094 59099 1037,2341,86,0,82,0,3915,1955,2008
03021099 10108 0437,2342,100,0,77,0,3560,1958,2023
03021108 04108 9037,2343,100,0,77,0,4133,1958,2023
03421020 41021 9365,2344,97,0,82,0,4463,1990,2019
03421021 93022 8865,2345,96,0,95,0,4520,1930,2019
03421022 88025 1865,2346,95,0,90,0,4445,1965,2019
03421025 18027 4665,2347,92,0,89,0,4138,1966,2018
03421027 46035 9469,2348,89,0,82,0,4570,1966,2018
03421035 94039 0069,2349,71,0,62,0,4603,1965,1997
03421039 00048 5169,2350,71,0,85,0,3425,1965,2017
03421048 51050 4069,2351,74,0,87,0,1093,1965,2014
03421050 40052 1169,2352,79,0,100,0,2280,1965,2014
09231215 57217 7754,2353,77,0,69,0,1687,1929,2012
09231217 77222 0292,2354,77,50,21,0,1810,1970,1970
09231222 02224 6892,2355,42,0,42,0,1905,1938,1993
09231224 68229 7992,2356,64,0,36,0,1693,1956,1993
09231232 87233 7792,2357,65,0,57,0,6050,1951,2012
09231233 77235 0992,2358,55,52,39,0,6783,1994,1994
09231235 09241 9592,2359,66,72,35,0,4437,2001,2001
09231241 95244 7292,2360,100,100,71,0,4168,2023,2023
09231244 72250 9258,2361,100,100,69,0,4420,2023,2023
09231250 92251 5058,2362,54,0,0,0,3423,1936,2004
16921064 58069 9061,2363,61,0,59,0,3865,1977,1998
16921069 90074 5361,2364,60,0,75,0,5692,1991,2013
16921074 53080 6461,2365,64,0,89,0,4360,1947,2013
16921080 64082 1025,2366,68,0,85,0,5140,1951,2013
16921082 10083 0725,2367,69,0,66,0,6625,1951,2016
16921083 07083 3325,2368,73,0,55,0,6700,1951,2003
16921088 33088 9725,2369,14,0,3,0,7073,1979,1979
16921088 97089 7625,2370,100,0,77,0,4835,1973,2022
16921089 76090 1825,2371,88,0,67,0,4850,1973,2022
14131035 52036 1367,2372,93,0,67,0,1287,1927,2017
14131036 13037 6167,2373,88,25,38,0,1490,1976,1976
14131037 61041 7524,2374,50,0,63,0,1510,1930,1993
14131041 75052 6824,2375,55,0,63,0,1742,1930,1993
14131062 64063 1424,2376,100,0,93,0,1570,1940,2021
14131063 14075 7124,2377,99,0,95,0,1972,1940,2021
14131075 71076 5914,2378,100,0,95,0,2495,1940,2021
14131076 59077 3314,2379,83,0,61,0,3367,1961,2021
14131077 33077 9114,2380,100,0,88,0,2867,1961,2021
14131077 91083 6914,2381,53,0,44,0,2293,1972,2003
08012123 10123 3277,2382,74,0,83,0,36800,2016,2016
08012123 32128 2177,2383,84,90,77,0,49386,2020,2020
08012128 21131 4877,2384,82,0,87,0,42618,1994,2014
08012131 48132 8477,2385,91,72,68,0,43350,1997,1997
08012132 84134 9077,2386,72,78,76,0,48850,1997,1997
08012134 90137 4077,2387,81,73,64,0,44070,2000,2000
08012137 40137 8177,2388,98,0,85,0,36620,1960,2021
08012137 81138 5677,2389,98,0,80,0,36190,1994,2021
08012138 56141 5177,2390,85,0,76,0,35790,1994,2009
08012141 51141 7577,2391,90,90,76,0,31383,2015,2015
09231251 50253 0058,2392,49,0,46,0,3630,1985,2004
09231253 00254 3058,2393,59,0,74,0,3410,1938,2004
09231254 30259 9758,2394,54,0,63,0,2367,1938,2004
09232006 57008 4478,2395,78,71,47,0,9300,1956,1956
09232157 93159 1063,2396,64,77,76,0,1918,2007,2007
09331000 11005 8609,2397,89,0,78,0,1790,1936,2016
09331005 86006 7709,2398,90,0,77,0,1090,1978,2016
09331006 77014 2309,2399,89,0,84,0,1724,1936,2016
09331014 23014 8109,2400,96,0,69,0,3897,1959,2020
09331014 81015 2609,2401,96,0,74,0,3355,1936,2020
09331015 26015 7609,2402,93,0,69,0,2155,1936,2020
09331015 76017 0933,2403,60,0,83,1.75,1630,1951,2013
09331017 09019 0833,2404,74,0,73,2.77,1140,1951,2013
09331019 08021 3033,2405,80,0,86,4.17,810,1951,2013
09331021 30022 3033,2406,78,0,77,2.77,810,1951,2013
09331022 30022 7233,2407,96,0,31,3.23,810,1951,2013
09331022 72024 0833,2408,97,0,61,0,810,1951,2013
09331024 08025 6733,2409,74,0,85,0,810,1951,2013
09331025 67027 0733,2410,65,0,78,0,810,1951,2013
09331027 07029 3433,2411,63,0,60,0,810,1951,1971
14131086 73089 3714,2412,65,0,62,0,1387,1971,2003
14131089 37096 3014,2413,88,0,86,0,1370,1951,2015
14131096 30097 5514,2414,88,65,81,0,1723,1955,1955
14131097 55098 5314,2415,83,53,71,0,1940,1956,1956
14131098 53104 5639,2416,91,0,86,0,1950,1956,2011
14131104 56105 0839,2417,88,0,77,0,1963,1956,2011
14131108 09111 0739,2418,92,0,80,0,2100,1952,2011
14131111 07113 0039,2419,93,0,86,0,2235,1950,2011
14131113 00114 5639,2420,92,0,87,0,2160,1950,2009
08012141 51143 7577,2421,92,75,83,0,23578,2015,2015
08012143 75149 8977,2422,89,80,98,0,18705,1990,1990
08012149 89151 4850,2423,88,80,97,0,18350,1990,1990
08012151 48156 2850,2424,85,82,97,0,17391,1993,1993
08012156 28173 6050,2425,72,81,93,0,15673,1995,1995
08012173 60175 5250,2426,97,76,79,0,14700,2022,2022
08012175 52180 6450,2427,99,0,95,0,14825,1962,2021
08012180 64181 8479,2428,98,0,100,0,15000,1962,2021
08012181 84183 6879,2429,100,100,69,0,13806,2022,2022
08012183 67192 8279,2430,82,0,74,0,13983,1964,2007
15031040 05040 9210,2431,90,0,11,0,8600,1929,1996
15031040 92041 6710,2432,94,0,46,0,5800,1929,1977
15031041 67045 4810,2433,72,0,65,0,4808,1929,2005
15031045 48047 7210,2434,87,80,70,0,3960,2013,2013
15031047 72049 2010,2435,69,0,64,0,3960,1929,2005
15031049 20051 3510,2436,91,74,64,0,3960,1991,1991
15031051 35052 1010,2437,84,0,60,0,4603,1929,2005
15031052 10053 6810,2438,74,0,68,0,5200,1929,2005
15031053 68054 6933,2439,43,64,51,0,5500,1986,1986
09331029 34029 6633,2440,56,0,18,0,833,1950,1971
09631000 00007 0464,2441,97,0,96,0,1475,1948,2016
09631007 04010 0786,2442,97,0,96,0,1535,1948,2016
09631010 07016 2686,2443,57,0,79,0,1350,1956,2008
09631016 26016 6186,2444,100,0,83,0,1350,1970,2022
10031000 00004 0957,2445,100,0,86,0,2039,2018,2018
10031001 35002 1357,2446,88,0,71,0,9500,1969,2014
10031004 09000 0057,2447,100,0,86,0,1858,2018,2018
10031004 09007 9057,2448,99,0,93,0,4850,2016,2016
10031007 90009 7057,2449,100,0,77,0,9400,1984,2023
14131115 05116 0039,2450,89,0,90,0,2635,1950,2011
14131116 00119 6739,2451,81,0,92,0,2843,1950,2011
14131119 67122 6725,2452,79,0,81,0,3393,1950,2011
14131122 67127 6425,2453,63,0,85,0,3640,1941,2011
14131127 64130 8225,2454,82,15,31,0,2914,1977,1977
14131130 82133 1825,2455,75,12,43,0,4428,1977,1977
14131133 18145 1825,2456,56,0,36,0,4359,1997,1997
14131145 18146 0625,2457,77,60,69,0,5330,1996,1996
14131146 06146 6725,2458,67,0,63,0,5720,1996,2002
08012192 82204 8079,2459,95,82,99,0,14066,1991,1991
08012204 80209 6548,2460,92,70,73,0,14620,1992,1992
08012209 65215 1248,2461,88,0,75,0,14875,1987,2008
08012215 12221 3548,2462,60,71,72,0,15521,1997,1997
